部首編號,筆畫數,漢字,總筆劃,說文解字
9,9,偆,11,富也。从人，春聲。 〔尺允切〕 (165 / 162)
9,9,假,11,非眞也。从人，叚聲。一曰：至也。《虞書》曰：假于上下。 〔古疋切〕 〔古頟切〕 (165 / 162)
9,9,偈,11,
9,9,偉,11,奇也。从人，韋聲。 〔于鬼切〕 (162 / 160)
9,9,偊,11,
9,9,偋,11,僻寠也。从人，屛聲。 〔防正切〕 (165 / 163)
9,9,偌,11,
9,9,偍,11,
9,9,偎,11,
9,9,偏,11,頗也。从人，扁聲。 〔芳連切〕 (166 / 163)
9,9,偑,11,
9,9,偓,11,佺也。从人，屋聲。 〔於角切〕 (163 / 161)
9,9,偕,11,彊也。从人，皆聲。《詩》曰：偕偕士子。一曰：俱也。 〔古諧切〕 (164 / 161)
9,9,偗,11,
9,9,做,11,
9,9,偛,11,
9,9,停,11,止也。从人，亭聲。 〔特丁切〕 (168 / 165)
9,9,偝,11,
9,9,偞,11,
9,9,偟,11,
9,9,偠,11,
9,9,偡,11,
9,9,偢,11,
9,9,偣,11,
9,9,偤,11,
9,9,健,11,伉也。从人，建聲。 〔渠建切〕 (163 / 160)
9,9,偨,11,
9,9,偩,11,
9,9,偪,11,
9,9,偫,11,待也。从人从待。 〔直里切〕 (163 / 161)
9,9,偭,11,鄉也。从人，面聲。《少儀》曰：尊壺者偭其鼻。 〔彌箭切〕 (165 / 163)
9,9,偮,11,
9,9,偯,11,
9,9,偰,11,高辛氏之子，堯司徒，殷之先。从人，契聲。 〔私列切〕 (162 / 159)
9,9,偲,11,彊力也。从人，思聲。《詩》曰：其人美且偲。 〔倉才切〕 (163 / 160)
9,9,偳,11,
9,9,側,11,旁也。从人，則聲。 〔阻力切〕 (164 / 161)
9,9,偵,11,問也。从人，貞聲。 〔丑鄭切〕 (168 / 166)
9,9,偶,11,桐人也。从人，禺聲。 〔五口切〕 (167 / 165)
9,9,偷,11,
9,9,偺,11,
9,9,偽,11,詐也。从人，爲聲。 〔危睡切〕 (166 / 164)
9,10,傀,12,偉也。从人，鬼聲。《周禮》曰：大傀異。𤪿，傀或从玉，褢聲。 〔公回切〕 (162 / 160)
9,10,傂,12,
9,10,傃,12,
9,10,傅,12,相也。从人，尃聲。 〔方遇切〕 (164 / 161)
9,10,傇,12,
9,10,傋,12,
9,10,傌,12,
9,10,傍,12,近也。从人，旁聲。 〔步光切〕 (165 / 162)
9,10,傎,12,
9,10,傑,12,傲也。从人，桀聲。 〔渠列切〕 (162 / 159)
9,10,傒,12,
9,10,傔,12,從也。从人，兼聲。 〔苦念切〕 (168 / 165)
9,10,傕,12,
9,10,傖,12,
9,10,傘,12,蓋也。从糸，散聲。 〔蘇旱切〕 (278 / 279)
9,10,備,12,愼也。从人，𤰈聲。𠈍，古文備。 〔平祕切〕 (163 / 161)
9,10,傚,12,
9,10,傛,12,不安也。从人，容聲。一曰：華。 〔余隴切〕 (162 / 159)
9,10,傜,12,
9,10,傝,12,
9,10,傞,12,醉舞皃。从人，差聲。《詩》曰：屢舞傞傞。 〔素何切〕 (166 / 164)
9,10,傢,12,
9,10,傣,12,
9,11,催,13,相儔也。从人，崔聲。《詩》曰：室人交徧催我。 〔倉回切〕 (167 / 164)
9,11,傭,13,均直也。从人，庸聲。 〔余封切〕 (163 / 161)
9,11,傮,13,終也。从人，曹聲。 〔作曹切〕 (167 / 165)
9,11,傯,13,
9,11,傰,13,
9,11,傱,13,
9,11,傲,13,倨也。从人，敖聲。 〔五到切〕 (163 / 160)
9,11,傳,13,遽也。从人，專聲。 〔直戀切〕 (165 / 163)
9,11,傴,13,僂也。从人，區聲。 〔於武切〕 (167 / 164)
9,11,債,13,債負也。从人、責，責亦聲。 〔側賣切〕 (168 / 165)
9,11,傶,13,
9,11,傷,13,創也。从人，𥏻省聲。 〔少羊切〕 (167 / 164)
9,11,傸,13,
9,11,傺,13,
9,11,傻,13,
9,11,傽,13,
9,11,傾,13,仄也。从人从頃，頃亦聲。 〔去營切〕 (164 / 161)
9,11,傿,13,引爲賈也。从人，焉聲。 〔於建切〕 (166 / 163)
9,11,僁,13,聲也。从人，悉聲。讀若屑。 〔私列切〕 (163 / 161)
9,11,僂,13,尫也。从人，婁聲。周公韈僂，或言背僂。 〔力主切〕 (167 / 164)
9,11,僄,13,輕也。从人，票聲。 〔匹妙切〕 (166 / 164)
9,11,僅,13,材能也。从人，堇聲。 〔渠吝切〕 (165 / 162)
9,11,僆,13,
9,11,僇,13,癡行僇僇也。从人，翏聲。讀若雡。一曰：且也。 〔力救切〕 (167 / 164)
9,11,僈,13,
9,11,僉,13,皆也。从亼从吅从从。《虞書》曰：僉曰伯夷。 〔七廉切〕 (108 / 103)
9,11,僊,13,長生僊去。从人从䙴，䙴亦聲。 〔相然切〕 (167 / 165)
9,11,僋,13,
9,12,僎,14,具也。从人，巽聲。 〔士勉切〕 (161 / 159)
9,12,像,14,象也。从人从象，象亦聲。讀若養。 〔徐兩切〕 (167 / 165)
9,12,僑,14,高也。从人，喬聲。 〔巨嬌切〕 (162 / 160)
9,12,僓,14,嫺也。从人，貴聲。一曰：長皃。 〔吐猥切，又魚罪切〕 (162 / 160)
9,12,僔,14,聚也。从人，尊聲。《詩》曰：僔沓背僧。 〔慈損切〕 (167 / 165)
9,12,僕,14,給事者。从人从菐，菐亦聲。䑑，古文从臣。 〔蒲沃切〕 (58 / 53)
9,12,僖,14,樂也。从人，喜聲。 〔許其切〕 (165 / 162)
9,12,僗,14,
9,12,僚,14,好皃。从人，尞聲。 〔力小切〕 (162 / 160)
9,12,僛,14,醉舞皃。从人，欺聲。《詩》曰：屢舞僛僛。 〔去其切〕 (166 / 164)
9,12,僝,14,具也。从人，孨聲。讀若汝南(𣹏)[潺]水。《虞書》曰：旁救𠊩功。 〔士戀切〕 (162 / 160)
9,12,僠,14,
9,12,僣,14,
9,12,僤,14,疾也。从人，單聲。《周禮》曰：句兵欲無僤。 〔徒案切〕 (163 / 160)
9,12,僥,14,南方有焦僥人，長三尺，短之極。从人，堯聲。 〔五聊切〕 (167 / 165)
9,12,僦,14,賃也。从人、就，就亦聲。 〔即就切〕 (168 / 165)
9,12,僧,14,浮屠道人也。从人，曾聲。 〔穌曾切〕 (168 / 165)
9,12,僨,14,僵也。从人，賁聲。 〔匹問切〕 (167 / 164)
9,12,僩,14,武皃。从人，閒聲。《詩》曰：瑟兮僩兮。 〔下𥳑切〕 (163 / 160)
9,12,僪,14,
9,12,僬,14,
9,12,僭,14,假也。从人，朁聲。 〔子念切〕 (166 / 163)
9,12,僮,14,未冠也。从人，童聲。 〔徒紅切〕 (161 / 159)
9,12,僯,14,行難也。从辵，粦聲。《易》曰：以往遴。僯，或从人。 〔良刃切〕 (41 / 35)
9,12,僰,14,犍爲蠻夷。从人，棘聲。 〔蒲北切〕 (167 / 165)
9,12,僱,14,
9,12,僳,14,
9,13,僵,15,僨也。从人，畺聲。 〔居良切〕 (167 / 164)
9,13,僶,15,
9,13,僸,15,
9,13,價,15,物直也。从人、賈，賈亦聲。 〔古訝切〕 (168 / 165)
9,13,僻,15,避也。从人，辟聲。《詩》曰：宛如左僻。一曰：从旁牽也。 〔普擊切〕 (166 / 163)
9,13,僽,15,
9,13,僾,15,仿佛也。从人，愛聲。《詩》曰：僾而不見。 〔烏代切〕 (163 / 161)
9,13,僿,15,
9,13,儀,15,度也。从人，義聲。 〔魚羈切〕 (165 / 162)
9,13,儂,15,
9,13,儃,15,儃何也。从人，亶聲。 〔徒干切〕 (164 / 162)
9,13,億,15,安也。从人，𢡃聲。 〔於力切〕 (165 / 163)
9,13,儅,15,
9,13,儆,15,戒也。从人，敬聲。《春秋傳》曰：儆宮。 〔居影切〕 (163 / 161)
9,13,儇,15,慧也。从人，瞏聲。 〔許緣切〕 (162 / 159)
9,13,儈,15,合市也。从人、會，會亦聲。 〔古外切〕 (168 / 165)
9,13,儉,15,約也。从人，僉聲。 〔巨險切〕 (165 / 163)
9,13,儊,15,
9,13,儋,15,何也。从人，詹聲。 〔都甘切〕 (163 / 161)
9,13,儌,15,
9,14,儐,16,導也。从人，賓聲。擯，儐或从手。 〔必刃切〕 (163 / 161)
9,14,儑,16,
9,14,儒,16,柔也，術士之偁。从人，需聲。 〔人朱切〕 (162 / 159)
9,14,儓,16,
9,14,儔,16,翳也。从人，壽聲。 〔直由切〕 (166 / 163)
9,14,儕,16,等輩也。从人，齊聲。《春秋傳》曰：吾儕小人。 〔仕皆切〕 (164 / 161)
9,14,儗,16,僭也。一曰：相疑。从人从疑。 〔魚已切〕 (166 / 163)
9,14,儘,16,
9,14,儚,16,
9,14,儜,16,
9,15,償,17,還也。从人，賞聲。 〔食章切〕 (165 / 162)
9,15,儠,17,長壯儠儠也。从人，巤聲。《春秋傳》曰：長儠者相之。 〔良涉切〕 (162 / 160)
9,15,儡,17,相敗也。从人，畾聲。讀若雷。 〔魯回切〕 (167 / 165)
9,15,儢,17,
9,15,儤,17,
9,15,儥,17,賣也。从人，𧸇聲。 〔余六切〕 (165 / 162)
9,15,儦,17,行皃。从人，麃聲。《詩》曰：行人儦儦。 〔甫嬌切〕 (162 / 160)
9,15,儩,17,
9,15,優,17,饒也。从人，憂聲。一曰：倡也。 〔於求切〕 (165 / 162)
9,16,儭,18,
9,16,儮,18,
9,16,儰,14,
9,16,儱,18,
9,16,儲,18,偫也。从人，諸聲。 〔直魚切〕 (163 / 161)
9,17,儳,19,儳互不齊也。从人，毚聲。 〔士咸切〕 (166 / 164)
9,17,儴,19,
9,17,儵,19,青黑繒縫白色也。从黑，攸聲。 〔式竹切〕 (211 / 210)
9,19,儷,21,棽儷也。从人，麗聲。 〔呂支切〕 (165 / 163)
9,19,儸,21,
9,19,儹,21,最也。从人，贊聲。 〔作管切〕 (164 / 161)
9,19,儺,21,行人節也。从人，難聲。《詩》曰：佩玉之儺。 〔諾何切〕 (162 / 160)
9,20,儻,22,倜儻也。从人，黨聲。 〔他朗切〕 (168 / 165)
9,20,儼,22,昂頭也。从人，嚴聲。一曰：好皃。 〔魚儉切〕 (163 / 160)
9,21,儽,23,垂皃。从人，纍聲。一曰：嬾解。 〔落猥切〕 (164 / 162)
10,0,儿,2,仁人也。古文奇字人也。象形。孔子曰：在人下故詰屈。凡儿之屬皆从儿。 〔如鄰切〕 (176 / 174)
10,1,兀,3,高而上平也。从一在人上。讀若敻。茂陵有兀桑里。 〔五忽切〕 (176 / 174)
10,1,兀,3,
10,2,允,4,信也。从儿，㠯聲。 〔樂準切〕 (176 / 174)
10,2,元,4,始也。从一从兀。 【徐鍇曰：元者，善之長也，故从一。】 〔愚袁切〕 (7 / 1)
10,3,兄,5,長也。从儿从口。凡兄之屬皆从兄。 〔許榮切〕 (177 / 174)
10,4,充,5,長也，高也。从儿，育省聲。 〔昌終切〕 (176 / 174)
10,4,兆,6,灼龜坼也。从卜、兆，象形。兆，古文(兆)[𠧞]省。 〔治小切〕 (70 / 64)
10,4,兇,6,擾恐也。从人在凶下。《春秋傳》曰：曹人兇懼。 〔許拱切〕 (148 / 145)
10,4,先,6,前進也。从儿从之。凡先之屬皆从先。 【臣鉉等曰：之人上是先也。】 〔穌前切〕 (177 / 174)
10,4,光,6,明也。从火在人上，光明意也。𤎫，古文。炗，古文。 〔古皇切〕 (210 / 209)
10,5,克,7,肩也。象屋下刻木之形。凡克之屬皆从克。𠅡，古文克。𠧻，亦古文克。 【徐鍇曰：肩，任也，負何之名也，與人肩膊之義通，能勝此物謂之克。】 〔苦得切〕 (143 / 140)
10,5,兌,7,說也。从儿，㕣聲。 【臣鉉等曰：㕣，古文兖字，非聲。當从口从八，象气之分散。《易》曰：兌爲巫爲口。】 〔大外切〕 (176 / 174)
10,5,免,8,
10,6,兒,8,孺子也。从儿，象小兒頭囟未合。 〔汝移切〕 (176 / 174)
10,6,兔,8,獸名。象踞後其尾形。兔頭與㲋頭同。凡兔之屬皆从兔。 〔湯故切〕 (203 / 202)
10,6,兕,8,如野牛而青，象形。與禽、离頭同。凡𤉡之屬皆从𤉡。兕，古文从儿。 〔徐姊切〕 (198 / 196)
10,7,兗,9,
10,8,党,10,
10,9,兜,11,兜鍪，首鎧也。从𠑹从皃省。皃，象人頭也。 〔當侯切〕 (177 / 174)
10,10,兟,12,進也。从二先。贊从此。闕。 〔所臻切〕 (177 / 174)
10,12,兢,14,競也。从二兄。二兄，競意。从丯聲，讀若矜。一曰：兢，敬也。 〔居陵切〕 (177 / 174)
11,0,入,2,內也。象从上俱下也。凡入之屬皆从入。 〔人汁切〕 (109 / 104)
11,1,𠓛,3,
11,2,內,4,入也。从(囗)[冂]，自外而入也。 〔奴對切〕 (109 / 104)
11,4,全,6,完也。从入从工。全，篆文仝从玉，純玉曰全。𠌆，古文仝。 〔疾緣切〕 (109 / 104)
11,6,兩,8,二十四銖爲一兩。从一，㒳，平分，亦聲。 〔良奬切〕 (157 / 154)
12,0,八,2,別也。象分別相背之形。凡八之屬皆从八。 〔博拔切〕 (28 / 22)
12,2,公,4,平分也。从八从厶。八，猶背也。《韓非》曰：背厶爲公。 【音司。】 〔古紅切〕 (28 / 22)
12,2,六,4,易之數，陰變於六，正於八。从入从八。凡六之屬皆从六。 〔力竹切〕 (307 / 309)
12,2,兮,4,語所稽也。从丂、八，象气越亏也。凡兮之屬皆从兮。 〔胡雞切〕 (101 / 96)
12,4,共,6,同也。从廿、廾，凡共之屬皆从共。𦱹，古文共。 〔渠用切〕 (59 / 54)
12,5,兵,7,械也。从廾持斤，并力之皃。𠈯，古文兵从人、廾、干。𠬿，籀文。 〔補明切〕 (59 / 53)
12,6,其,8,簸也。从竹、𠀠，象形。下其丌也。凡箕之屬皆从箕。𠀠，古文箕省。𠵶，亦古文箕。𠔋，亦古文箕。𠔝，籀文箕。𠥊，籀文箕。 〔居之切〕 (99 / 94)
12,6,具,8,共置也。从廾从貝省。古以貝爲貨。 〔其遇切〕 (59 / 54)
12,6,典,8,五帝之書也。从冊在丌上，尊閣之也。莊都說：典，大冊也。𥮏，古文典从竹。 〔多殄切〕 (99 / 94)
12,7,㒸,9,从意也。从八，豕聲。 〔徐醉切〕 (28 / 22)
12,8,兼,10,并也。从又持秝。兼持二禾，秉持一禾。 〔古甜切〕 (146 / 143)
12,14,冀,16,北方州也。从北，異聲。 〔几利切〕 (169 / 166)
13,0,冂,2,邑外謂之郊，郊外謂之野，野外謂之林，林外謂之冂。象遠界也。凡冂之屬皆从冂。冋，古文冂从囗，象國邑。坰，冋或从土。 〔古熒切〕 (110 / 105)
13,3,冉,5,毛冄冄也。象形。凡冄之屬皆从冄。 〔而琰切〕 (196 / 194)
13,3,冊,5,符命也。諸侯進受於王也。象其札一長一短，中有二編之形。凡冊之屬皆从冊。笧，古文冊从竹。 〔楚革切〕 (48 / 42)
13,4,再,6,一舉而二也。从冓省。 〔作代切〕 (83 / 78)
13,5,冏,7,
13,7,冑,9,兜鍪也。從冃，由聲。䩜，《司馬法》冑从革。 〔直又切〕 (157 / 154)
13,7,冒,9,冡而前也。从冃从目。𠕬，古文冒。 〔莫報切〕 (157 / 154)
13,8,𠕞,10,不前不精也。从欠，二聲。𠕞，古文次。 〔七四切〕 (180 / 178)
13,8,冓,10,交積材也。象對交之形。凡冓之屬皆从冓。 〔古候切〕 (83 / 78)
13,8,冔,10,
13,9,冕,11,大夫以上冠也，邃延垂瑬紞纊。从冃，免聲。古者黃帝初作冕。絻，冕或从糸。 〔亡辡切〕 (156 / 153)
14,2,冗,4,
14,2,冘,4,淫淫行皃。从人出冂。 〔余箴切〕 (110 / 105)
14,6,冞,8,
14,7,冠,9,絭也，所以絭髮。弁冕之總名也。从冖从元，元亦聲。冠有法制，从寸。 【徐鍇曰：取其在首，故从元。】 〔古丸切〕 (156 / 153)
14,8,冢,10,高墳也。从勹，豖聲。 〔知隴切〕 (188 / 185)
14,8,冤,10,屈也。从兔从冖。兔在冖下，不得走，益屈折也。 〔於袁切〕 (203 / 202)
14,8,冥,10,幽也。从日从六，冖聲。日數十，十六日而月始虧幽也。凡冥之屬皆从冥。 〔莫經切〕 (141 / 137)
14,14,冪,16,
15,3,冬,5,四時盡也。从仌从夂。夂，古文終字𣅈，古文冬从日。 〔都宗切〕 (240 / 240)
15,4,冰,6,水堅也。从仌从水。凝，俗冰从疑。 〔魚陵切〕 【臣鉉等曰：今作筆陵切，以爲冰凍之冰。】 (240 / 240)
15,4,冱,6,
15,5,冶,7,銷也。从仌，台聲。 〔羊者切〕 (240 / 240)
15,5,冷,7,寒也。从仌，令聲。 〔魯打切〕 (240 / 240)
15,5,冹,7,一之日㓖冹。从仌，犮聲。 〔分勿切〕 (240 / 240)
15,6,冼,8,
15,6,冽,8,
15,6,冾,8,
15,8,凄,10,
15,8,凅,10,
15,8,准,10,
15,8,凈,10,
15,8,凊,10,寒也。从仌，青聲。 〔七正切〕 (240 / 240)
15,8,凋,10,半傷也。从仌，周聲。 〔都僚切〕 (240 / 240)
15,8,凌,10,仌出也。从仌，朕聲。《詩》曰：納于𠗲陰。凌，𠗲或从夌。 〔力膺切〕 (240 / 240)
15,8,凍,10,仌也。从仌，東聲。 〔多貢切〕 (240 / 240)
15,8,凎,10,
15,9,凐,11,
15,10,凔,12,寒也。从仌，倉聲。 〔初亮切〕 (240 / 240)
15,11,凗,13,
15,12,凘,14,流仌也。从仌，斯聲。 〔息移切〕 (240 / 240)
15,13,凜,15,寒也。从仌，栗聲。 〔力質切〕 (241 / 241)
15,14,凝,16,水堅也。从仌从水。凝，俗冰从疑。 〔魚陵切〕 【臣鉉等曰：今作筆陵切，以爲冰凍之冰。】 (240 / 240)
15,14,凞,16,
16,0,几,2,踞几也。象形。《周禮》五几：玉几、雕几、彤几、䰍几、素几。凡几之屬皆从几。 〔居履切〕 (299 / 301)
16,1,凡,3,最括也。从二，二，偶也。从𢎜，𢎜，古文及。 〔浮芝切〕 (286 / 287)
16,9,凰,11,
16,10,凱,12,
16,12,凳,14,
17,0,凵,2,張口也。象形。凡凵之屬皆从凵。 〔口犯切〕 (35 / 29)
17,2,凶,4,惡也。象地穿交陷其中也。凡凶之屬皆从凶。 〔許容切〕 (148 / 145)
17,3,凸,5,
17,3,凹,5,
17,3,出,5,進也。象艸木益滋上出達也。凡出之屬皆从出。 〔尺律切〕 (127 / 123)
17,6,函,8,舌也。象形，舌體𢎘𢎘。从𢎘，𢎘亦聲。肣，俗圅从肉、今。 〔胡男切〕 (142 / 139)
18,0,刀,2,兵也。象形。凡刀之屬皆从刀。 〔都牢切〕 (91 / 85)
18,0,刁,2,
18,1,刃,3,刀堅也。象刀有刃之形。凡刃之屬皆从刃。 〔而振切〕 (93 / 87)
18,2,分,4,別也。从八从刀，刀以分別物也。 〔甫文切〕 (28 / 22)
18,2,切,4,刌也。从刀，七聲。 〔千結切〕 (91 / 86)
18,2,刈,4,芟艸也。从丿从乀相交。刈，乂或从刀。 〔魚廢切〕 (265 / 266)
18,3,刉,5,劃傷也。从刀，气聲。一曰：斷也。又讀若㱯。一曰：刀不利，於瓦石上刏之。 〔古外切〕 (91 / 86)
18,3,刊,5,剟也。从刀，干聲。 〔苦寒切〕 (91 / 86)
18,3,刌,5,切也。从刀，寸聲。 〔倉本切〕 (91 / 86)
18,4,㓞,6,巧㓞也。从刀，丯聲。凡㓞之屬皆从㓞。 〔恪入切〕 (93 / 87)
18,4,刎,6,剄也。从刀，勿聲。 〔武粉切〕 (92 / 87)
18,4,刐,6,
18,4,刑,6,剄也。从刀，幵聲。 〔戶經切〕 (92 / 87)
18,4,划,6,
18,4,刓,6,剸也。从刀，元聲。一曰：齊也。 〔五丸切〕 (92 / 87)
18,4,刖,6,絕也。从刀，月聲。 〔魚厥切〕 (92 / 86)
18,4,列,6,分解也。从刀，𡿪聲。 〔良薛切〕 (91 / 86)
18,5,刜,7,擊也。从刀，弗聲。 〔分勿切〕 (92 / 86)
18,5,初,7,始也。从刀从衣，裁衣之始也。 〔楚居切〕 (91 / 85)
18,5,刞,7,
18,5,刡,7,
18,5,判,7,分也。从刀，半聲。 〔普半切〕 (91 / 86)
18,5,別,7,分解也。从冎从刀。 〔慿列切〕 (86 / 80)
18,5,刨,7,
18,5,利,7,銛也。从刀，和然後利，从和省。《易》曰：利者，義之和也。𥝤，古文利。 〔力至切〕 (91 / 85)
18,5,刪,7,剟也。从刀、冊。冊，書也。 〔所姦切〕 (92 / 86)
18,6,刮,8,掊把也。从刀，𠯑聲。 〔古八切〕 (92 / 86)
18,6,到,8,至也。从至，刀聲。 〔都悼切〕 (247 / 247)
18,6,刱,8,造法刱業也。从井，刅聲。讀若創。 〔初亮切〕 (106 / 101)
18,6,刲,8,刺也。从刀，圭聲。《易》曰：士刲羊。 〔苦圭切〕 (92 / 86)
18,6,刳,8,判也。从刀，夸聲。 〔苦孤切〕 (91 / 86)
18,6,刵,8,斷耳也。从刀从耳。 〔仍吏切〕 (92 / 87)
18,6,制,8,裁也。从刀从未。未，物成有滋味，可裁斷。一曰：止也。𠝁，古文制如此。 〔征例切〕 (92 / 87)
18,6,刷,8,刮也。从刀，㕞省聲。《禮》：布刷巾。 〔所劣切〕 (92 / 86)
18,6,券,8,契也。从刀，龹聲。券別之書，以刀判契其旁，故曰契券。 〔去願切〕 (92 / 87)
18,6,刺,8,君殺大夫曰刺。刺，直傷也。从刀从朿，朿亦聲。 〔七賜切〕 (92 / 87)
18,6,刻,8,鏤也。从刀，亥聲。 〔苦得切〕 (91 / 86)
18,6,剁,8,
18,7,剃,9,𩮜髮也。从髟，弟聲。大人曰髡，小人曰鬀，盡及身毛曰𩮜。 【臣鉉等曰：今俗別作剃，非是。】 〔他計切〕 (186 / 183)
18,7,剄,9,𠛬也。从刀，巠聲。 〔古零切〕 (92 / 87)
18,7,剆,9,
18,7,則,9,等畫物也。从刀从貝。貝，古之物貨也。𠟻，古文則。𠞋，亦古文則。𠟭，籀文則从鼎。 〔子德切〕 (91 / 85)
18,7,剉,9,折傷也。从刀，坐聲。 〔麤臥切〕 (92 / 86)
18,7,削,9,鞞也。一曰：析也。从刀，肖聲。 〔息約切〕 (91 / 85)
